time (s),T1 (K),P1 (Bar),V1 (m3),YPOME,YCO2,YO2,Y_CO,Y_H2O,Y_OH,Y_H2O2
0.08080000000000026,1661.1211417792472,2158782.0481547453,1.0,4.829447696999383e-51,0.059227467620874025,0.00010442290469106091,0.0001379986815457108,0.032402222401622875,1.2578093881042492e-05,2.4158564949322975e-09
0.08100000000000027,1661.133486592272,2158796.6652990924,1.0,-2.506294625066807e-51,0.05922889062647845,0.00010373558134897781,0.00013709299792366892,0.032402482854027026,1.251383347461524e-05,2.390957415261539e-09
0.08120000000000027,1661.1455785199896,2158810.982972115,1.0,-4.0816990237483133e-51,0.05923028444928365,0.00010306226064354616,0.00013620588802342804,0.03240273801496926,1.2450936568883265e-05,2.3667138447370278e-09
0.08140000000000028,1661.157425794584,2158825.0109227905,1.0,1.6367644853303433e-50,0.05923165004229015,0.00010240248707897591,0.00013533674507543845,0.03240298805528873,1.2389358885699773e-05,2.34310043017076e-09
0.08160000000000028,1661.1690362874822,2158838.7584738857,1.0,-7.764297690156707e-51,0.05923298831623833,0.00010175582507935873,0.0001344849897105068,0.032403233137514975,1.2329058804561096e-05,2.320093814215627e-09
0.08180000000000029,1661.1804175112823,2158852.2345221154,1.0,3.9506547264472537e-51,0.05923430014198384,0.0001011218587499001,0.00013365006741970954,0.032403473417187176,1.2269996053856124e-05,2.297671147156387e-09
0.0820000000000003,1661.191576657263,2158865.447584503,1.0,-2.2131849000718e-51,0.05923558635111954,0.00010050019016539342,0.00013283144912490342,0.0324037090431515,1.2212132454867081e-05,2.2758111768223663e-09
0.0822000000000003,1661.2025205982093,2158878.405800032,1.0,2.011388682828827e-51,0.05923684773881333,9.989043909896058e-05,0.00013202862853115149,0.03240394015833028,1.2155430875308275e-05,2.254493223144413e-09
0.0824000000000003,1661.2132559208765,2158891.116969829,1.0,1.754304542904778e-50,0.05923808506705742,9.929224105483706e-05,0.000131241120877893,0.03240416689888102,1.2099856385845961e-05,2.2336981014767776e-09
0.08260000000000031,1661.2237889252053,2158903.588554412,1.0,-3.227591209828117e-52,0.05923929906444989,9.870524754038738e-05,0.00013046846223719723,0.03240438939599242,1.2045374849690707e-05,2.2134069561535425e-09
0.08280000000000032,1661.2341256560112,2158915.827712993,1.0,2.81682028270919e-50,0.059240490431297005,9.812912410183252e-05,0.00012971020703635266,0.03240460777430911,1.1991954083733761e-05,2.1936022557526804e-09
0.08300000000000032,1661.2442719025557,2158927.841301384,1.0,-6.611968797543214e-53,0.059241659834556176,9.756355022040351e-05,0.00012896593074114413,0.03240482215530534,1.1939563044504306e-05,2.17426733242789e-09
0.08320000000000033,1661.2542332220828,2158939.6359011214,1.0,-2.713914397843487e-52,0.059242807918994486,9.700821854972686e-05,0.0001282352229845613,0.032405032653421616,1.1888171851912468e-05,2.155385863422006e-09
0.08340000000000033,1661.2640149462457,2158951.217826337,1.0,-3.489422552759187e-52,0.05924393530057016,9.646283407601728e-05,0.00012751769173474534,0.032405239379670096,1.1837751855041667e-05,2.1369425395734937e-09
0.08360000000000034,1661.27362219445,2158962.5931398096,1.0,1.2327179945048659e-52,0.05924504257088156,9.59271135516582e-05,0.00012681296046392385,0.032405442440578004,1.1788275517094646e-05,2.1189226986194124e-09
0.08380000000000035,1661.2830598847818,2158973.767665909,1.0,-1.1183336824729166e-52,0.059246130298435,9.54007848871818e-05,0.00012612066734170495,0.03240564193841154,1.173971636179887e-05,2.1013122928469953e-09
0.08400000000000035,1661.2923327426643,2158984.7470008237,1.0,-1.0348584700578039e-52,0.05924719902935985,9.48835866546671e-05,0.0001254404647795442,0.032405837971487696,1.169204893146763e-05,2.0840979014631775e-09
0.08420000000000036,1661.3014453111102,2158995.5365247005,1.0,2.6369486971232074e-53,0.059248249288577116,9.437526751951502e-05,0.00012477201868715435,0.032406030634393,1.1645248734485236e-05,2.067266679373965e-09
0.08440000000000036,1661.310401960424,2159006.1414131434,1.0,-1.449058871286665e-53,0.05924928158097192,9.387558570588527e-05,0.00012411500772630796,0.03240622001816137,1.1599292193759592e-05,2.050806327542822e-09
0.08460000000000037,1661.3192068963963,2159016.566646916,1.0,5.593983344611651e-54,0.05925029639239273,9.338430854432954e-05,0.00012346912267470668,0.03240640621042142,1.155415660344705e-05,2.034705066964638e-09
0.08480000000000038,1661.327864167877,2159026.817020915,1.0,-2.631856249275741e-54,0.05925129419052123,9.290121205316214e-05,0.00012283406587252304,0.03240658929555421,1.150982009000589e-05,2.01895160894439e-09
0.08500000000000038,1661.336377675604,2159036.8971546283,1.0,-2.0103909046859667e-53,0.05925227542586987,9.242608044712079e-05,0.00012220955058743363,0.0324067693548878,1.1466261566365667e-05,2.0035351269685773e-09
0.08520000000000039,1661.3447511770464,2159046.81149786,1.0,-5.703255326657909e-54,0.05925324053234789,9.195870586783435e-05,0.00012159530065433922,0.03240694646679699,1.1423460706169371e-05,1.9884452434730807e-09
0.08540000000000039,1661.3529882958537,2159056.5643419325,1.0,2.6911195080361775e-53,0.05925418992835941,9.149888786518881e-05,0.00012099104977649522,0.032407120706890176,1.1381397895805327e-05,1.973671990613376e-09
